task_id,dimension,phase,type,priority,effort,order,depends_on,decision_gate,same_as,owner,files,action,verify,status,md_anchor
"PERF-HN4","05-hieu-nang","GD2","viet-lai","P2","M","226","PERF-HN2","","","ai","flutter_app/lib/features/markets/.../market_list_page.dart;flutter_app/lib/features/trade/presentation/widgets/hub/trade_page_part_01.dart","DA XONG 2026-07-17 - MarketListStateController (Notifier, khong autoDispose) giu query/category/sort/favoriteIds + visiblePairs MEMOIZE tinh trong notifier (khong tinh trong build); page watch qua select tung lat (query chi flip empty/non-empty boundary), leaf _MarketListPairsSection watch visiblePairs/favoriteIds rieng; getMarketList() watch dung 1 lan trong build() cua notifier. 2 test moi: query loc dung + favorite song sot round-trip ShellRoute (chung minh khong autoDispose la co chu dich). KE HOACH GOC: Chuyen state man (query, category, sort, favoriteIds) vao AutoDisposeNotifier; dua danh sach filter/sort ra provider memoize (chi tinh lai khi input doi) thay vi tinh trong build; leaf widget dung ref.watch(provider.select(...)); getMarketList() de 1 provider watch 1 lan, khong goi trong build.","rebuild harness (PERF-HN2) assert go 1 ky tu chi rebuild subtree search/list, khong phai toan MarketListPage; cd flutter_app && flutter test test/quality/","done","§5 › HN-4"
"CI-D2","07-ci-tooling","GD2","toi-uu","P1","M","230","CI-D1","","","ai",".github/workflows/flutter-ci.yml","DA XONG 2026-07-17 - tach 6 job song song: static (analyze+format+19 audit --check+upload), guardrails (1 buoc quet test/quality + test/app/router + golden — chong drift danh sach step), tests (shard matrix 0-2 --coverage), build-android (flavor dev), secret-scan (gitleaks), gate. DRIFT QUAN TRONG: gate GIU ten 'Enterprise Flutter Gates' (required check khong mo coi) + if always() + buoc tu fail khi needs co failure/cancelled/skipped — vi branch protection GitHub tinh job SKIP la DAT, neu khong co buoc nay PR do van merge duoc. Cache pub (~/.pub-cache theo pubspec.lock) + gradle. Step 'Full test suite' cu bo, thay bang shard. Wall-clock thuc te chi do duoc khi CI chay that tren PR #5. KE HOACH GOC: Tach 1 job tuan tu thanh cac job song song: (a) static = analyze + format + 19 audit --check; (b) guardrails = test/quality/** + router + golden; (c) full-suite = flutter test --coverage chia shard (matrix --total-shards/--shard-index), BO buoc 'Full test suite' trung lap L324-325; (d) build-android. Them cache ~/.pub-cache (key pubspec.lock) + gradle caches. Giu permissions contents:read + concurrency.","so wall-clock Actions truoc/sau (muc tieu <20 phut); doi chieu du 27 noi dung test + 19 audit --check van duoc gate; cd flutter_app && dart run tool/route_coverage_audit.dart --check","done","§7 › D2"
"CI-D3","07-ci-tooling","GD2","cai-thien","P1","M","231","CI-D2","DEC-coverage (decided: floor = min(40%, so do thuc - 2diem) + ratchet)","","ai",".github/workflows/flutter-ci.yml;flutter_app/tool/coverage_floor.dart (moi)","DA XONG 2026-07-17 - tool/coverage_floor.dart: nhan N file lcov (shard) merge union theo tung dong, loai *.g.dart/*.freezed.dart/*_fixtures.dart/data/fixtures/ khoi mau so, in 5 khu vuc thap nhat + goi y ratchet. Do thuc local: 94.5% (121079/128110 dong, 2008 file, 3155 test) -> floor theo DEC-coverage = min(40, 94.5-2) = 40.0. FAIL path da xac minh (floor gia dinh 99 -> exit 1). Gate job download 3 artifact coverage-shard-* va chay floor. KE HOACH: ratchet len ~(so do CI - 2) khi dong gate GD2 vi so Linux thap hon Windows (golden skip). KE HOACH GOC: Job full-suite chay flutter test --coverage (merge lcov cac shard), upload coverage/lcov.info; script Dart trong tool/ doc lcov fail neu tong < floor (khoi diem theo DEC-coverage, de xuat ~40%, chon thap hon so do thuc), co ratchet chi-cho-len. Loai lib/**/*.g.dart va fixture mock khoi mau so.","cd flutter_app && flutter test --coverage sinh coverage/lcov.info; chay script floor cuc bo, xac nhan fail khi ha nguong gia dinh","done","§7 › D3 (= §10 › HR-5)"
"TEST-HR5","10-kiem-thu","GD2","cai-thien","P1","M","232","","","CI-D3","ai","(xem CI-D3)","TRUNG PHAM VI voi CI-D3 (coverage tooling + floor). Thuc thi mot lan tai CI-D3.","(theo CI-D3)","dup","§10 › HR-5"
"CI-D4","07-ci-tooling","GD2","cai-thien","P1","M","233","","","","human+ai",".github/dependabot.yml (moi);.github/workflows/flutter-ci.yml","DA XONG 2026-07-17 - dependabot.yml 2 ecosystem (pub /flutter_app group minor+patch, github-actions /); 7 action pin SHA day du + comment tag (checkout 34e11487/setup-java c1e32368/flutter-action 1a449444/upload ea165f8d/download d3f86a10/cache 0057852b/gitleaks ff98106e); job secret-scan dung gitleaks-action v2 + .gitleaks.toml allowlist marker VI_DU_KHONG_THAT. DRIFT: verify 'dependabot de xuat bump' chi chung minh duoc SAU khi merge vao main (dependabot doc config tren default branch); gitleaks chay tren CI, khong cai local. KE HOACH GOC: Tao dependabot.yml 2 ecosystem: pub (/flutter_app) + github-actions (/). Pin moi action theo commit SHA day du + comment tag. Them job gitleaks chay tren PR (phoi hop SEC-S41). Bat secret scanning + push protection o repo settings (viec cua nguoi). Giu permissions contents:read cap workflow.","dependabot de xuat bump o PR thu; gitleaks detect --source . tra 0 leak; flutter pub get van pass sau khi lock bi dependabot dung","done","§7 › D4"
"SEC-S41","04-bao-mat","GD2","cai-thien","P2","M","234","","","","ai","flutter_app/lib/features/profile/.../mock_profile_repository_settings_fixtures.dart:229-256;api_key_create_page.dart;earn mock_earn_repository_part_13.dart;trade_bots lifecycle_risk_repository_methods.dart;predictions fixtures_part_03.dart;flutter_app/test/quality/secret_material_guardrail_test.dart (moi);.github/workflows/flutter-ci.yml","DA XONG 2026-07-17 - 6 chuoi 32-ky-tu trong mock_profile_repository_settings_fixtures.dart doi sang vt/sk_live_VI_DU_KHONG_THAT_<ten>_NN (marker tieng Viet thay vi _EXAMPLE_, dau _ cat run alnum nen khong khop rule entropy/Stripe nao); test ghim api_management_page_test.dart:107 cap nhat theo. Guardrail moi test/quality/secret_material_guardrail_test.dart quet lib/ 7 ho pattern (api-key entropy, AKIA, ghp, xox, PRIVATE KEY, AIza, JWT). Verify grep (sk|vt|pk)_live_[A-Za-z0-9]{20,} lib/ = 0. DRIFT: cac chuoi demo ngan trong api_key_create_page/earn/trade_bots von da an toan (duoi nguong entropy hoac co ellipsis) — giu nguyen. PHAN NGUOI con lai: bat secret scanning + push protection trong repo Settings. KE HOACH GOC: Doi cac chuoi secret 32-ky-tu 'trong that' (vt_live_/sk_live_/pk_live_) sang dang ro rang la mau (tien to _EXAMPLE_ hoac ellipsis nhu keyPreview da dung), giu nguyen UI. Them guardrail Dart quet lib/ chan regex secret entropy dai (dong bo pattern voi util guardrail hien co). Buoc gitleaks CI lam chung CI-D4.","grep -rE '(sk|vt|pk)_live_[A-Za-z0-9]{20,}' flutter_app/lib = 0; cd flutter_app && flutter test test/quality/secret_material_guardrail_test.dart; gitleaks detect --no-git khong finding","done","§4 › S4.1"
"CI-D6","07-ci-tooling","GD2","cai-thien","P1","L","235","CI-D2","DEC-ios (phan job iOS)","","human+ai","flutter_app/android/app/build.gradle.kts;flutter_app/pubspec.yaml;.github/workflows/ (release workflow moi);CHANGELOG.md (moi)","DA XONG 2026-07-17 - productFlavors env: dev(.dev)/staging(.staging)/prod, GIU signing guard; aapt xac nhan APK dev = com.vittrade.vit_trade_flutter.dev; build prod khong key CHAM DUNG GradleException signing guard (fail-closed). release.yml theo tag v*: build appbundle prod --dart-define=APP_ENV=production, keystore giai ma tu secret base64 vao android/app/ (file() cua module app resolve tu day); iOS HOAN theo DEC-ios, ghi chu trong workflow. CHANGELOG.md moi o repo root: quy uoc bump version + bang lenh build 3 moi truong. KE HOACH GOC: (1) productFlavors dev/staging/prod + flavorDimensions('env') + applicationIdSuffix .dev/.staging, GIU khoi signing guard. (2) Chuan hoa lenh build --flavor + --dart-define khop AppConfig.fromDartDefines (KHONG viet lai tang config). (3) Workflow release theo tag: build appbundle qua signing guard; job iOS (flutter build ipa/--no-codesign) tren macos-latest — cho DEC-ios. (4) CHANGELOG.md + quy uoc bump version thay vi tinh 1.0.0+1.","cd flutter_app && flutter build appbundle --flavor prod --dart-define=APP_ENV=production cham dung GradleException signing guard; flutter build apk --flavor dev --debug ra artifact applicationId co suffix .dev; job iOS xanh tren runner macOS","done","§7 › D6"
"I18N-1","06-i18n-a11y","GD2","viet-lai","P1","S-M","240","","DEC-i18n (decided 2026-07-16: Nhanh A)","","ai","AGENTS.md;flutter_app/test/quality/ (ratchet moi)","DA XONG 2026-07-17 - AGENTS.md them muc 'Chinh sach ngon ngu (vi-VN-only)' (copy vi inline hop le + ly do + duong nang cap gen-l10n sau backend); ratchet moi test/quality/i18n_vi_only_guardrail_test.dart theo BASELINE-DIFF (khong language-detect, ne bay tieng Viet khong dau): literal co dau cach + khong dau tieng Viet + >=2 tu marker Anh; baseline i18n_vi_only_baseline.txt 439 chuoi (no hien trang, tra dan khi cham); tai sinh baseline qua I18N_BASELINE_WRITE=1 (generator = checker cung 1 ham). Self-verify: chen 'Please try again with your new data' -> fail dung thong diep -> revert -> xanh. DRIFT: chuoi 1 tu (Cancel) ngoai tam quet — doi lay zero false-positive, ghi ro trong doc test. KE HOACH GOC: DA CHOT NHANH A (vi-VN-only, xem A-Plus-DECISIONS.md): them muc 'Chinh sach ngon ngu: vi-VN-only' vao AGENTS.md — copy tieng Viet inline la hop le, neu ro ly do + duong nang cap gen-l10n sau backend; them ratchet cam hardcode chuoi tieng Anh user-facing MOI (guardrail grep theo van hoa test/quality/). Nhanh B gen-l10n KHONG chon.","diff AGENTS.md co muc chinh sach ngon ngu; cd flutter_app && flutter test test/quality/ (ratchet moi pass; chen thu 1 chuoi tieng Anh user-facing moi -> fail, roi revert)","done","§6 › I18N-1"
"I18N-2","06-i18n-a11y","GD2","cai-thien","P2","S","241","","","","ai","flutter_app/pubspec.yaml;flutter_app/lib/app/vit_trade_app.dart","DA XONG 2026-07-17 - flutter_localizations (sdk) + locale vi + supportedLocales [vi] + 3 Global delegates trong _VitTradeMaterialApp; test moi test/app/vit_trade_app_localizations_test.dart assert nhan Material qua MaterialLocalizations (Huy 'ỷ' theo chinh ta ban dich Flutter, Chon ngay, Chon thoi gian, Dan, Tim kiem). DRIFT QUAN TRONG: khong mo showDatePicker that trong test — phat hien bug interplay clamp text-scaling A11Y-2/3 (minScaleFactor 1.0) va clamp noi bo _DatePickerHeader lam no assert maxScale > minScale trong debug (app chua tung dung date picker nen chua ai gap; release khong anh huong) — da tach task rieng xu ly. KE HOACH GOC: Them flutter_localizations; khai bao localizationsDelegates (GlobalMaterial + Cupertino + Widgets), supportedLocales: [Locale('vi')], locale: Locale('vi') trong _VitTradeMaterialApp.build. DOC LAP voi quyet dinh I18N-1 — ke ca vi-VN-only van can de Material widget (date picker, tooltip) noi tieng Viet.","widget test bom showDatePicker/showTimePicker trong VitTradeApp, assert nhan nut theo locale la tieng Viet; cd flutter_app && flutter analyze","done","§6 › I18N-2"
"FMT-1","06-i18n-a11y","GD2","toi-uu","P2","M","242","DEBT-84","DEC-i18n (decided: phuong an (a))","","ai","flutter_app/lib/shared/utils/currency_formatters.dart;number_formatters.dart;vit_format.dart","DA XONG 2026-07-17 - docstring VitFormat ghi quy uoc 'USD theo en-US, so dem/VND theo vi-VN cung kieu nhom nghin'; guardrail moi test/quality/vit_format_facade_guardrail_test.dart cam import currency_formatters/number_formatters ngoai facade; don 3 vi pham co san (2 wrapper referral -> VitFormat.usd, api_management_docs _formatInt -> VitFormat.count — output y het gia tri duong, sign-safe hon gia tri am). Unit test VitFormat.usd/count/compactSuffix DA CO SAN tu truoc trong test/shared/utils/vit_format_test.dart (13 test) — khong can them. DRIFT: number_formatters nam o core/utils (manifest ghi shared/utils); dca_currency_formatters la helper module-specific hop le, ngoai pham vi. KE HOACH GOC: DA CHOT phuong an (a): tai lieu hoa 'USD luon hien thi theo quy uoc en-US, so dem/VND theo vi-VN' trong docstring VitFormat + guardrail cam goi thang formatUsd/insertThousandsSeparator ngoai facade vit_format.dart. Bai hoc drift 440dcb06: moi call site phai qua facade. (Phuong an (b) intl NumberFormat chi xet lai neu nang cap gen-l10n sau backend.)","unit test VitFormat.usd/count/compactSuffix voi cac moc so; guardrail import cam goi truc tiep 2 file formatter ngoai vit_format.dart; cd flutter_app && flutter test test/quality/*product_copy*","done","§6 › FMT-1"
"TEST-HR3","10-kiem-thu","GD2","cai-thien","P1","L","250","ERR-35","","","ai","flutter_app/test/core/product_flow/;flutter_app/test/quality/accessibility_semantics_critical_flows_test.dart (khuon dong 10-24)","DA XONG 2026-07-17 - test/core/product_flow/high_risk_flow_route_pump_test.dart: 1 testWidgets/contract x 9 contract, pump MOI route trong screen binding qua createAppRouter that (khuon pumpRoute), assert dung screenName render + test chot binding phu du 9 contract. DRIFT QUAN TRONG: test moi lap tuc bat 5 screenName loi thoi trong high_risk_flow_binding.dart (fixture ghim ten class bang chuoi, drift sau cac dot rename — dung bai hoc audit-tool text-matchers): PositionsPage->PositionDashboardPage, CopyDisputeResolutionPage->DisputeResolutionPage, P2PPage->P2PHomePage, PredictionPortfolioPage->PredictionsPortfolioPage, WalletHistoryPage->TransactionHistoryPage — da sua fixture theo router that. Tuong tac preview->confirm chi tiet da co test rieng tung ho tu Cum 1 — file nay bo sung chieu RONG route. Verify: flutter test test/core/product_flow test/quality/accessibility_semantics_critical_flows_test.dart = 28/28. KE HOACH GOC: Moi contract high-risk: them 1 testWidgets pump route entry qua createAppRouter(initialLocation: contract.entryRoute), assert panel high-risk + control preview/confirm hien thi, toi thieu entry -> preview -> support. Uu tien 6 ho chua tung duoc pump (trade_spot, trade_margin_futures, trade_bots, trade_copy, earn_savings_staking, launchpad_token_access). Dung HighRiskFlowBindings.findByRoute lay route chuan.","cd flutter_app && flutter test test/core/product_flow test/quality/accessibility_semantics_critical_flows_test.dart","done","§10 › HR-3"
"TEST-HR4","10-kiem-thu","GD2","cai-thien","P1","L","255","","","","ai","flutter_app/test/features/{launchpad,trade_bots,trade_copy,trade_terminal,rewards,...}/data/ (21/28 feature thieu)","DA XONG 2026-07-17 - 4 agent song song tao 31 file test moi duoi test/features/{20 feature}/data/ (~220 test), khuon mock_p2p_repository_orders_test.dart, pin literal fixture + highRiskContractId (tradeSpotOrder/tradeMarginFutures/tradeBots/tradeCopy; profile_security_review la contract display-only co chu dich). DRIFT: (a) 10 feature von DA co mock_<f>_repository_test.dart o goc test/features/<f>/ (khong theo convention data/) — file moi bo sung gia tri that (pin literal, fail-closed repo, delegation wiring) thay vi nhan ban isA<> checks; (b) trade_core data/ chi co .gitkeep — test entity contract (TradeOrderDraft ==/hashCode, TradeBackendContractMissingException) thay vi bia repository; (c) auth/onboarding/admin them test FailClosed*Repository (duong fail-closed chua tung duoc test truc tiep); (d) 7 warning analyze (unused import + null-aware thua) sua tap trung sau fan-out. Moi feature tai chinh gio co test/features/<f>/data/. KE HOACH GOC: Moi feature tai chinh thieu: tao test/features/<f>/data/mock_<f>_repository_test.dart canh getter repository tra dung snapshot, bat bien so/chuoi, propagation highRiskContractId neu co. Khuon: test/features/p2p/data/mock_p2p_repository_orders_test.dart va markets/data/mock_market_repository_logic_test.dart. Uu tien feature co contract high-risk truoc; lam theo lo 2-3 feature/batch.","cd flutter_app && flutter test test/features; doi chieu moi feature tai chinh da co thu muc test/features/*/data/","done","§10 › HR-4"
"TEST-HR6","10-kiem-thu","GD3","cai-thien","P2","L","300","","","","ai","flutter_app/test/features/{trade,wallet,p2p,earn}/golden/ (moi);.github/workflows/flutter-ci.yml (buoc golden)","DA XONG 2026-07-18 - golden 4 module theo khuon home (360x800 dpr1, skip !Platform.isWindows): trade (data), wallet (data + error qua fail-closed override production), p2p (data), earn (data) = 5 PNG / 6 assertion; sinh --update-goldens tren Windows, chay lai khong co pass. State loading/error bo qua co ly do: read path cac repo DONG BO (loadDelay chi gate write path spot/futures), MockP2P/StakingEarn/Wallet la const bare khong co knob delay/error -> golden loading se y het data (bo, khong tao PNG thua). CI: buoc golden trong job guardrails mo rong them 4 thu muc (Linux skip nen chi xac nhan compile). KE HOACH GOC: Them golden test cho it nhat trade, wallet, p2p, earn theo khuon test/features/home/golden/home_page_golden_test.dart (pump trang chinh, matchesGoldenFile); chot kich thuoc thiet bi nhat quan de golden on dinh; mo rong buoc CI golden (canh dong 130-131) thanh test/features/*/golden/.","cd flutter_app && flutter test test/features/wallet/golden test/features/trade/golden ... (khoi tao bang --update-goldens lan dau)","done","§10 › HR-6"
"TEST-HR7","10-kiem-thu","GD3","toi-uu","P2","S","305","","","","ai","flutter_app/test/features/trade_core/trade_copy_controller_test.dart -> test/features/trade_copy/;trade_risk_order_controller_test.dart -> test/features/trade_terminal/","DA XONG 2026-07-18 - DRIFT: viec da TU XONG trong cac dot refactor GD2 — 2 file test da nam dung module dich (test/features/trade_copy/trade_copy_controller_test.dart, test/features/trade_terminal/trade_risk_order_controller_test.dart), import da module-direct khong qua barrel. Verify chay lai: flutter test 2 thu muc = 240/240 xanh. Khong sua gi them. KE HOACH GOC: Chuyen 2 file test ve dung module so huu symbol, doi import tro truc tiep module thay vi barrel trade_core/.../trade_controller.dart (giam phu thuoc vong). Khong doi noi dung assert. GHI CHU: co the keo len lam TRUOC ARCH-A1 (thu tu trong chieu 10 xep ngay sau HR-1) vi giup go phu thuoc barrel.","cd flutter_app && flutter test test/features/trade_copy test/features/trade_terminal (pass sau khi chuyen + sua import)","done","§10 › HR-7"
"TEST-HR8","10-kiem-thu","GD3","toi-uu","P3","S","306","","","","ai","flutter_app/test/shared/widgets/vit_shared_widgets_test.dart (1653 dong) + 6 file test >400 dong khac","DA XONG 2026-07-18 - DRIFT: vit_shared_widgets_test.dart 1653 dong da bi tach ~35 file tu GD2; pham vi moi = 2 file guardrail >400 dong thuc te (page_rhythm 611, architecture_baseline 531). Tach: page_rhythm -> audit_sync (397/2test) + spacing_scale (218/6test); architecture_baseline -> layer_boundary (108/5) + import_debt (254/1, giu nguyen comment lich su 245 dong) + size_style_debt (156/5) + utils (helper public sourceMatches/normalizePath vi Dart cam import top-level _private). Bat bien: 19 test truoc = 19 sau; file goc XOA. quality suite xanh. KE HOACH GOC: Tach vit_shared_widgets_test.dart theo nhom widget (moi nhom 1 file vit_<widget>_test.dart); guardrail test lon can nhac tach theo domain da audit. Khong doi assert, chi to chuc lai. (2 file fixtures lon khong can tach.)","cd flutter_app && flutter test test/shared/widgets test/quality (so test khong doi truoc/sau)","done","§10 › HR-8"
"PERF-HN3","05-hieu-nang","GD3","viet-lai","P2","L","310","PERF-HN2","","","ai","flutter_app/lib/features/markets/.../market_list_page.dart;predictions_home_events.dart;predictions_home_highlights.dart","DA XONG 2026-07-18 - DRIFT: chon phuong an cap+memoize khuon markets THAY VI Sliver (trang dua tren VitPageContent — truc cua he guardrail page-rhythm, chuyen sliver pha khuon cho 1 trang; muc tieu PERF cot loi = so widget doc lap data, cap dat duoc). Snapshot them visibleEvents = List.unmodifiable(events.take(8)) tinh MOT lan; trang hub render visibleEvents + card 'Xem tat ca (N) su kien' -> trang tim kiem khi con du; benchmark predictions 14->10 + expect card Xem-tat-ca hien dien (chong go cap lang le); test moi tap Xem tat ca -> PredictionsSearchPage. Markets DA bounded (cap 8 tu PERF-HN4) — khong can sua. Guardrail Column-tren-list-tang-truong gop vao benchmark bounded-count. 135/135 predictions xanh khong sua test cu. KE HOACH GOC: Voi surface co list dai khi backend that: chuyen sang CustomScrollView + SliverList.builder hoac ListView.builder (+ itemExtent khi co the, cacheExtent khi profiling co loi). GIU .take(n) cho preview co y ngan (vd 3 vi the o hub); list chinh (MarketListPairList) phai lazy. Khong dung list bounded co y trong card. Guardrail canh bao Column/spread .map tren nguon list tang truong.","scroll benchmark (PERF-HN2) chung minh so widget dung doc lap voi do dai data; cd flutter_app && flutter test test/quality/","done","§5 › HN-3"
"PERF-HN5","05-hieu-nang","GD3","toi-uu","P3","M","311","PERF-HN2","","","ai","flutter_app/lib/.../advanced_chart_painter.dart;nhom painter analytics nang (prediction_advanced_chart_*, bot_*_painters)","DA XONG 2026-07-18 - advanced_chart: _expandedCandles (noi suy 3x+sin) hoist ra page-state memo identity (expandAdvancedTradeCandles thuan @visibleForTesting); _drawMovingAverages O(n*period)->O(n) sliding window; shouldRepaint identity fast-path + listEquals phong tuyen 2 (TradeCandle KHONG co == gia tri -> memo la phong tuyen 1; fixture candles la const top-level nen identity on dinh production). RepaintBoundary DAU TIEN cua repo: 9 mount site / 6 file (advanced_chart + predictions overview 2 + trade_bots 6) — chi boc, khong refactor paint cua 7 painter phu (scope control). Guardrail heavy_painter_repaint_boundary (pin 6 file). Bang chung: debugPaintCount khong tang khi mo/dong sheet indicator + CO tang khi toggle ma7 (khong vacuous); shouldRepaint false cross-rebuild tren painter instance that. 335 test khu vuc xanh. KE HOACH GOC: Hoist _expandedCandles + moving averages ra khoi paint() (tinh 1 lan khi data doi, truyen vao painter hoac cache theo input); boc CustomPaint chart bang RepaintBoundary; shouldRepaint so sanh gia tri (do dai + reference on dinh) thay vi identity !=. Ap cung nguyen tac cho nhom painter nang khac.","guardrail dem CustomPaint khong co RepaintBoundary to tien (grep-based, nguong giam dan); benchmark repaint (PERF-HN2) voi data tinh + cha rebuild; cd flutter_app && flutter test test/quality/","done","§5 › HN-5"
"PERF-HN6","05-hieu-nang","GD3","cai-thien","P3","S","312","","","","ai","flutter_app/analysis_options.yaml","DA XONG 2026-07-18 - bat 3 rule const trong analysis_options.yaml; dart fix --apply = 790 fix / 456 file; analyze 0 issue; rebuild harness PERF-HN2 + scroll benchmark van xanh (const-hoa khong pha cache identity). KE HOACH GOC: Bat prefer_const_constructors, prefer_const_constructors_in_immutables, prefer_const_literals_to_create_immutables trong linter.rules; va cac vi pham phat sinh (diff huu han vi nhieu cho da const).","cd flutter_app && flutter analyze sach sau khi va; CI fail neu thieu const","done","§5 › HN-6"
"PERF-HN7","05-hieu-nang","GD3","cai-thien","P2","S","313","","","","ai","flutter_app/test/quality/scroll_physics_guardrail_test.dart (mo rong)","DA XONG 2026-07-18 - test 2 trong scroll_physics_guardrail_test.dart: shrinkWrap:true phai kem NeverScrollableScrollPhysics trong ±3 dong; allowlist 8 FILE (9 site — transfer_page 2 site) bottom-sheet/transfer cuon long co chu dich, allowlist theo file khong ghim so dong. Canary: chen shrinkWrap tran -> fail dung -> revert. Khong refactor 64 cho hien tai (dung theo manifest). KE HOACH GOC: Guardrail: moi shrinkWrap: true phai di cung physics: NeverScrollableScrollPhysics() (hoac nam trong allowlist co chu thich); fail neu xuat hien shrinkWrap:true tren scrollable long cuon duoc. KHONG refactor 64 cho hien tai (chung dung) — chi khoa bat bien.","cd flutter_app && flutter test test/quality/scroll_physics_guardrail_test.dart","done","§5 › HN-7"
"ARCH-A3","01-kien-truc","GD3","toi-uu","P2","M","320","","","","ai","flutter_app/lib/app/router/app_route_names.dart (480 dong);app_route_paths.dart (549 dong);app/router/route_groups/*.dart (21 file)","DA XONG 2026-07-18 - DRIFT QUAN TRONG: app_route_paths/names la PART cua app_router (khong phai library rieng nhu manifest ngu y) va Dart khong co partial class -> phuong an facade-const-alias: 19 file route_groups/<feature>_route_ids.dart (832 member: 417 path + 415 name, ten member GIU Y HET), facade zero-literal (chi alias + forward builder giu nguyen chu ky). BUOC 0 update 2 tool parser TRUOC (navigation_edge_audit _readRoutePathSources + export_screen_checklist resolve_path/load_all_sc_ids doc concat facade + glob id files) — bang chung then chot: ca 2 audit --check bao 'current' KHONG can regen sau toan bo di doi (map name->literal bat bien). Khong can shared_route_ids (moi member resolve duoc 1 chu: 360 grep don tri, 4 da tham chieu xet theo noi dang ky GoRoute, 47 builder deep-link match pattern :param, 6 edge case doc tay). Guardrail moi route_id_manifest_guardrail_test.dart (ten member duy nhat toan cuc + facade khong nhan literal moi). 38/38 router test khong sua dong nao. KE HOACH GOC: Tach hang so theo cung ranh gioi voi route_groups/: dua scNNN name + path cua moi nhom vao chinh file route_groups/<feature>_routes.dart (hoac <feature>_route_ids.dart canh no); giu AppRouteNames/AppRoutePaths lam facade re-export de khong pha call-site. Lam dan tung nhom de tranh churn lon.","cd flutter_app && flutter test test/quality/route_coverage_guardrails_test.dart && flutter test test/app/router (khong roi route) && flutter analyze","done","§1 › A3"
"ARCH-A4","01-kien-truc","GD3","cai-thien","P2","S","321","","","","ai","AGENTS.md;flutter_app/test/quality/architecture_baseline_guardrails_test.dart","DA XONG 2026-07-18 - AGENTS.md muc 'Quy uoc part-file' (suffix vai tro on dinh _sections/_common/_widgets; CAM _part_NN tach co hoc); guardrail moi trong architecture_size_style_debt_guardrails_test.dart: _part_NN toan lib/ = 0 (no da tra sach truoc do) khoa o 0 chan tai lap. Bump AGENTS.md Last Updated. KE HOACH GOC: Chot 1 quy uoc part-file trong AGENTS.md (de xuat: *_part_NN.dart cho tach co hoc tam thoi — von la 'no co theo doi'; ten vai tro _sections/_common cho part on dinh tai dung). Bo sung assert chan part-file co suffix ngoai whitelist moi. KHONG doi hang loat ngay — chi chan phat sinh moi roi migrate dan.","cd flutter_app && flutter test test/quality/architecture_baseline_guardrails_test.dart (assert moi); grep liet ke suffix part-file con lai; flutter analyze","done","§1 › A4"
"DEBT-85","08-no-code","GD3","toi-uu","P2","S","330","","","","ai","7 file co class _SectionLabel: trade_copy/performance_attribution_common;p2p_payment_method_add_page_sections;p2p_settings_hours_common;p2p_create_ad_page_sections;earn/staking_risk_disclosure_assessment_common;arena_flow_map_qa;arena_leaderboard_body","DA XONG 2026-07-18 - DRIFT: viec da TU XONG trong GD2 — grep 'class _SectionLabel' lib/ = 0 match (7 ban cuc bo da bi don khi cac trang lien quan duoc migrate). Khong sua gi them. KE HOACH GOC: Thay tung ban _SectionLabel bang VitSectionHeader(title:..., variant: accentBar, density: compact) roi xoa lop cuc bo. Doi chieu marker size/line-height truoc khi thay — neu ban cuc bo dung token rieng khac VitSectionHeader, xac nhan lech pixel chap nhan duoc hoac mo tham so density.","grep 'class _SectionLabel' flutter_app/lib = 0; cd flutter_app && flutter analyze; doi chieu anh truoc/sau o man dai dien","done","§8 › 8.5"
"DEBT-86","08-no-code","GD3","toi-uu","P2","M","331","DEBT-85","","","ai","flutter_app/tool/duplicate_private_widget_audit.dart (moi)","DA XONG 2026-07-18 - tool/duplicate_private_widget_audit.dart (--check + write): dem ten private class trung >=3 file, whitelist _State/_Painter, xuat CSV artifact (path repo-relative forward-slash, sort toan phan khoa duy nhat, --check in first-diff). Do thuc 195 ten (manifest uoc 203 vi dem ca _State/_Painter truoc whitelist) -> baseline 195 ratchet chi-giam. Them buoc --check + upload vao job static CI. KE HOACH GOC: Viet tool --check liet ke ten private class trung >=3 lan (203 ten / ~965 dinh nghia), doi chieu voi danh muc lib/shared/widgets/, whitelist ten hop le (part-local, _State, painter). Chi dua vao dien dedup lop co ban shared tuong duong ve render; xuat manifest CSV nhu cac audit khac. Dedup theo dot nho, moi dot 1 ho widget.","cd flutter_app && dart run tool/duplicate_private_widget_audit.dart --check (baseline dong bang, chi giam khong tang); flutter analyze","done","§8 › 8.6"
