feature,route,page,page_file,screen_level,archetype,body_grade,official_density_score,visual_density_risk_score,visual_density_priority,tokenized_fixed_height_refs,tokenized_gap_refs,spacer_refs,manual_content_refs,bottom_inset_refs,root_top_chrome_refs,detail_top_chrome_refs,scroll_refs,grid_or_wrap_refs,root_causes,recommendation,source_files,unresolved_source_files
referral,AppRoutePaths.referralRewards,ReferralRewardsPage,flutter_app/lib/features/referral/presentation/pages/referral_rewards_page.dart,L1_utilityHub,detail,A,0,9,PASS_MONITOR,0,0,0,0,4,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/referral/presentation/pages/referral_rewards_page.dart;flutter_app/lib/features/referral/presentation/pages/referral_rewards_page_dispute_widgets.dart;flutter_app/lib/features/referral/presentation/pages/referral_rewards_page_ledger_sections.dart;flutter_app/lib/features/referral/presentation/pages/referral_rewards_page_state.dart,
wallet,AppRoutePaths.walletTransfer,TransferTabletPage,flutter_app/lib/features/wallet/presentation/tablet/pages/transfer_tablet_page.dart,L3_transactionFlow,detail,A,0,9,PASS_MONITOR,3,0,0,0,0,0,0,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/wallet/presentation/tablet/pages/transfer_tablet_page.dart;flutter_app/lib/features/wallet/presentation/widgets/transfer/wallet_transfer_asset_amount.dart;flutter_app/lib/features/wallet/presentation/widgets/transfer/wallet_transfer_confirm_sheet.dart;flutter_app/lib/features/wallet/presentation/widgets/transfer/wallet_transfer_history_picker.dart;flutter_app/lib/features/wallet/presentation/widgets/transfer/wallet_transfer_sections.dart;flutter_app/lib/features/wallet/presentation/widgets/transfer/wallet_transfer_wallet_cards.dart,
arena,AppRoutePaths.arenaMy,MyArenaPage,flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page.dart,L2_detail,detail,A,1,8,PASS_MONITOR,0,1,0,0,2,0,1,2,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page.dart;flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_hero_and_tabs.dart;flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_rewards_and_safety.dart;flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_shared_widgets.dart;flutter_app/lib/features/arena/presentation/pages/hub/my_arena_page_tab_content.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_navigation_actions.dart,
p2p_account,AppRoutePaths.p2pKycStatus,P2PKycStatusPage,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_status_page.dart,L3_transactionFlow,detail,A,0,8,PASS_MONITOR,0,0,0,1,0,0,3,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_kyc_status_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_status_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_kyc_status_page_sections.dart,
p2p_account,AppRoutePaths.p2pKycFaceMatch,P2PSelfieVerificationPage,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_selfie_verification_page.dart,L3_transactionFlow,detail,A,1,8,PASS_MONITOR,0,0,0,0,2,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_selfie_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_sections.dart,
p2p_account,AppRoutePaths.p2pKycSelfie,P2PSelfieVerificationPage,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_selfie_verification_page.dart,L3_transactionFlow,detail,A,1,8,PASS_MONITOR,0,0,0,0,2,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_selfie_verification_page.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_common.dart;flutter_app/lib/features/p2p_account/presentation/widgets/merchant/p2p_selfie_verification_page_sections.dart,
p2p_marketplace,AppRoutePaths.p2pMyAds,P2PMyAdsPage,flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_my_ads_page.dart,L2_detail,detail,C,0,8,PASS_MONITOR,0,1,0,0,3,0,0,0,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_my_ads_page.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/ads/p2p_my_ads_empty_links.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/ads/p2p_my_ads_stats_cards.dart,
p2p_security,AppRoutePaths.p2pSecurityLoginHistory,P2PLoginHistoryPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_login_history_page.dart,L2_utilityDetail,detail,A,5,8,PASS_MONITOR,0,0,0,0,0,0,3,1,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_login_history_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_login_history_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_login_history_events.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_login_history_summary_filters.dart,
trade_copy,AppRoutePaths.tradeCopyLeaderboard,ProviderLeaderboardPage,flutter_app/lib/features/trade_copy/presentation/pages/provider/provider_leaderboard_page.dart,L2_detail,detail,A,0,8,PASS_MONITOR,2,1,0,0,0,0,0,0,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/trade_copy/presentation/pages/provider/provider_leaderboard_page.dart;flutter_app/lib/features/trade_copy/presentation/widgets/provider/provider_leaderboard_cards.dart;flutter_app/lib/features/trade_copy/presentation/widgets/provider/provider_leaderboard_controls.dart;flutter_app/lib/features/trade_copy/presentation/widgets/provider/provider_leaderboard_disclaimer.dart,
earn_savings,AppRoutePaths.earnSavingsAutoPilot,SavingsAutoPilotPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_autopilot_page.dart,L2_detail,detail,A,0,7,PASS_MONITOR,0,0,0,0,2,0,3,1,3,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_autopilot_page.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_actions.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_formatters.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_hero.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_overview.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_autopilot_settings.dart,
earn_savings,AppRoutePaths.earnSavingsPortfolio,SavingsPortfolioPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_portfolio_page.dart,L2_utilityDetail,detail,A,0,7,PASS_MONITOR,0,1,0,0,1,0,3,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/earn_savings/presentation/pages/savings/earn_portfolio_page.dart;flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_portfolio_page.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_portfolio_overview.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_portfolio_positions.dart,
earn_savings,AppRoutePaths.earnSavingsRiskAssessment,SavingsRiskAssessmentPage,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_risk_assessment_page.dart,L3_transactionFlow,detail,A,0,7,PASS_MONITOR,0,0,0,0,2,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/earn_savings/presentation/pages/savings/savings_risk_assessment_page.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_risk_assessment_products_common.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_risk_assessment_questions.dart;flutter_app/lib/features/earn_savings/presentation/widgets/savings/savings_risk_assessment_result.dart,
earn_staking,AppRoutePaths.earnInsurance,StakingInsurancePage,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_insurance_page.dart,L2_detail,detail,A,1,7,PASS_MONITOR,1,0,0,0,0,0,3,3,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/earn_staking/presentation/pages/staking/staking_insurance_page.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_insurance_claims.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_insurance_common.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_insurance_overview.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_insurance_plans.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_insurance_positions.dart;flutter_app/lib/features/earn_staking/presentation/widgets/staking/staking_insurance_sheets.dart,
launchpad,AppRoutePaths.launchpadAbiDiff,LaunchpadAbiDiffPage,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_abi_diff_page.dart,L2_detail,detail,A,0,7,PASS_MONITOR,0,0,0,0,3,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_abi_diff_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_abi_diff_entries.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_abi_diff_extensions.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_abi_diff_summary.dart,
launchpad,AppRoutePaths.launchpadDcaBuilder,LaunchpadDcaBuilderPage,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_dca_builder_page.dart,L3_transactionFlow,detail,A,0,7,PASS_MONITOR,0,0,0,0,3,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_dca_builder_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_common.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_create_form.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_history.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_strategies.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_dca_builder_summary.dart,
launchpad,AppRoutePaths.launchpadLimitOrders,LaunchpadLimitOrdersPage,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_limit_orders_page.dart,L2_detail,detail,A,0,7,PASS_MONITOR,0,0,0,0,3,0,1,1,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_limit_orders_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_active_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_create_fields.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_create_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_formatters.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_header_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_history_widgets.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_limit_orders_preview_widgets.dart,
launchpad,AppRoutePaths.launchpadRiskAnalytics,LaunchpadRiskAnalyticsPage,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_risk_analytics_page.dart,L2_utilityDetail,detail,A,0,7,PASS_MONITOR,0,0,0,0,3,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/launchpad/presentation/pages/tools/launchpad_risk_analytics_page.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_risk_due_diligence.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_risk_painter.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_risk_report_common.dart;flutter_app/lib/features/launchpad/presentation/widgets/tools/launchpad_risk_tabs_overview.dart,
p2p_marketplace,AppRoutePaths.p2pExpressConfirm,P2PExpressConfirmPage,flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart,L3_transactionFlow,detail,A,4,7,PASS_MONITOR,0,0,0,0,0,0,3,1,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_marketplace/presentation/pages/hub/p2p_express_confirm_page.dart,
p2p_marketplace,AppRoutePaths.p2pOrderBook,P2POrderBookPage,flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_order_book_page.dart,L2_detail,detail,A,0,7,PASS_MONITOR,0,0,0,0,2,0,3,2,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_marketplace/presentation/pages/ads/p2p_order_book_page.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/ads/p2p_order_book_cards_lists.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/ads/p2p_order_book_painter.dart;flutter_app/lib/features/p2p_marketplace/presentation/widgets/ads/p2p_order_book_selector_ticker.dart,
p2p_security,AppRoutePaths.p2pFraudPrevention,P2PFraudPreventionPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_fraud_prevention_page.dart,L2_detail,detail,A,0,7,PASS_MONITOR,0,0,0,0,2,0,3,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_fraud_prevention_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_fraud_checklist_actions.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_fraud_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_fraud_score_patterns.dart,
predictions,AppRoutePaths.marketsPredictionsActivity,PredictionsGlobalActivityPage,flutter_app/lib/features/predictions/presentation/pages/social/predictions_global_activity_page.dart,L2_detail,detail,A,4,7,PASS_MONITOR,0,0,0,0,1,0,1,2,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/predictions/presentation/pages/social/predictions_global_activity_page.dart;flutter_app/lib/features/predictions/presentation/widgets/social/predictions_global_activity_feed_widgets.dart;flutter_app/lib/features/predictions/presentation/widgets/social/predictions_global_activity_widgets.dart,
rewards,AppRoutePaths.rewards,RewardsHubPage,flutter_app/lib/features/rewards/presentation/pages/rewards_hub_page.dart,L1_productModuleHub,rootModule,A,0,7,PASS_MONITOR,0,1,0,0,2,0,1,3,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/rewards/presentation/pages/rewards_hub_page.dart;flutter_app/lib/features/rewards/presentation/widgets/rewards_hub_components.dart;flutter_app/lib/features/rewards/presentation/widgets/rewards_hub_hero_section.dart;flutter_app/lib/features/rewards/presentation/widgets/rewards_hub_task_section.dart,
wallet,AppRoutePaths.walletGasOptimizer,WalletGasOptimizerPage,flutter_app/lib/features/wallet/presentation/pages/tools/wallet_gas_optimizer_page.dart,L2_detail,detail,A,0,7,PASS_MONITOR,0,0,0,0,3,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/wallet/presentation/pages/tools/wallet_gas_optimizer_page.dart;flutter_app/lib/features/wallet/presentation/widgets/tools/wallet_gas_optimizer_current.dart;flutter_app/lib/features/wallet/presentation/widgets/tools/wallet_gas_optimizer_tips.dart;flutter_app/lib/features/wallet/presentation/widgets/tools/wallet_gas_optimizer_trends.dart,
wallet,AppRoutePaths.walletHealthScore,WalletHealthScorePage,flutter_app/lib/features/wallet/presentation/pages/tools/wallet_health_score_page.dart,L2_detail,detail,A,0,7,PASS_MONITOR,0,0,0,0,3,0,1,1,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/wallet/presentation/pages/tools/wallet_health_score_page.dart;flutter_app/lib/features/wallet/presentation/widgets/tools/wallet_health_score_cards.dart;flutter_app/lib/features/wallet/presentation/widgets/tools/wallet_health_score_charts.dart;flutter_app/lib/features/wallet/presentation/widgets/tools/wallet_health_score_page_shell.dart,
arena,AppRoutePaths.arenaProduction,ArenaProductionReadyPage,flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page.dart,L2_detail,detail,A,1,6,PASS_MONITOR,0,0,0,0,2,0,1,1,3,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page.dart;flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page_flows_registry_handoff.dart;flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page_handoff_and_shared_widgets.dart;flutter_app/lib/features/arena/presentation/pages/hub/arena_production_ready_page_screens_states_section.dart,
dca,AppRoutePaths.devDcaOverview,DCAOverviewDemo,flutter_app/lib/features/dca/presentation/pages/hub/dca_overview_demo.dart,L2_sectionHub,detail,A,1,6,PASS_MONITOR,0,0,1,0,0,0,1,1,0,spacer_inside_cards,Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.,flutter_app/lib/features/dca/presentation/pages/hub/dca_overview_demo.dart;flutter_app/lib/features/dca/presentation/widgets/hub/dca_currency_formatters.dart;flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_actions.dart;flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_metrics.dart;flutter_app/lib/features/dca/presentation/widgets/hub/dca_overview_demo_shell.dart,
markets,'/pair/:pairId/depth',MarketDepthPage,flutter_app/lib/features/markets/presentation/pages/pair/market_depth_page.dart,L2_entityDetail,detail,A,1,6,PASS_MONITOR,0,0,1,0,0,0,1,1,0,spacer_inside_cards,Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.,flutter_app/lib/features/markets/presentation/pages/pair/market_depth_page.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_chart.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_common.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_order_book.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_tabs.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_whale_alerts.dart,
markets,AppRoutePaths.marketsDepth,MarketDepthPage,flutter_app/lib/features/markets/presentation/pages/pair/market_depth_page.dart,L2_detail,detail,A,1,6,PASS_MONITOR,0,0,1,0,0,0,1,1,0,spacer_inside_cards,Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.,flutter_app/lib/features/markets/presentation/pages/pair/market_depth_page.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_chart.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_common.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_order_book.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_tabs.dart;flutter_app/lib/features/markets/presentation/widgets/pair/market_depth_whale_alerts.dart,
p2p_account,AppRoutePaths.p2pMerchantApply,P2PMerchantApplyPage,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page.dart,L2_detail,detail,A,1,6,PASS_MONITOR,0,0,0,0,2,0,1,1,0,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page.dart;flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_common.dart;flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_page_state.dart;flutter_app/lib/features/p2p_account/presentation/pages/merchant/p2p_merchant_apply_steps.dart,
p2p_orders,AppRoutePaths.p2pWalletTransfer,P2PWalletTransferPage,flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_transfer_page.dart,L3_transactionFlow,detail,A,0,6,PASS_MONITOR,1,0,0,0,0,0,3,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_orders/presentation/pages/wallet/p2p_wallet_transfer_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_transfer_amount.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_transfer_confirm.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_transfer_form.dart,
p2p_security,AppRoutePaths.p2pSecurityCenter,P2PSecurityCenterPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_security_center_page.dart,L2_sectionHub,detail,A,0,6,PASS_MONITOR,0,0,0,0,0,0,6,2,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_security_center_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_actions_events.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_score_features.dart,
p2p_security,AppRoutePaths.p2pLimits,P2PTransactionLimitsPage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_transaction_limits_page.dart,L2_utilityDetail,detail,A,0,6,PASS_MONITOR,1,0,0,0,0,0,3,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_transaction_limits_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_transaction_limits_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_transaction_limits_page_sections.dart,
p2p_security,AppRoutePaths.p2pSecurityWhitelist,P2PWhitelistModePage,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_security_center_page.dart,L2_detail,detail,A,0,6,PASS_MONITOR,0,0,0,0,0,0,6,2,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/p2p_security/presentation/pages/security/p2p_security_center_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_actions_events.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_score_features.dart,
predictions,AppRoutePaths.marketsPredictionsDataIntegration,PredictionDataIntegrationPage,flutter_app/lib/features/predictions/presentation/pages/social/prediction_data_integration_page.dart,L2_detail,detail,A,1,6,PASS_MONITOR,0,0,0,0,2,0,1,1,5,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/predictions/presentation/pages/social/prediction_data_integration_page.dart;flutter_app/lib/features/predictions/presentation/widgets/hub/prediction_enum_tab_bar.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_data_integration_common.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_data_integration_keys_webhooks.dart;flutter_app/lib/features/predictions/presentation/widgets/social/prediction_data_integration_sources.dart,
arena,'/arena/mode/:modeId',ArenaModeDetailPage,flutter_app/lib/features/arena/presentation/pages/challenge/arena_mode_detail_page.dart,L2_entityDetail,detail,A,0,5,PASS_MONITOR,0,1,0,0,0,0,3,2,1,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/arena/presentation/pages/challenge/arena_mode_detail_page.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_actions.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_hero.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_prediction.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_quality.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_related.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_mode_detail_rules.dart;flutter_app/lib/features/arena/presentation/widgets/challenge/arena_navigation_actions.dart;flutter_app/lib/features/arena/presentation/widgets/hub/arena_viewport_padding.dart,
arena,AppRoutePaths.arenaLedger,ArenaPointsLedgerPage,flutter_app/lib/features/arena/presentation/pages/points/arena_points_ledger_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,1,0,0,0,1,2,0,spacer_inside_cards,Remove Spacer-driven loose card expansion or replace with fixed compact content rhythm.,flutter_app/lib/features/arena/presentation/pages/points/arena_points_ledger_page.dart;flutter_app/lib/features/arena/presentation/widgets/hub/arena_viewport_padding.dart;flutter_app/lib/features/arena/presentation/widgets/points/arena_points_ledger_page_common.dart;flutter_app/lib/features/arena/presentation/widgets/points/arena_points_ledger_page_sections.dart,
arena,AppRoutePaths.arenaBridge,ArenaPredictionBridgeFoundationPage,flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,1,2,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page.dart;flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_examples_and_shared_widgets.dart;flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_principles_section.dart;flutter_app/lib/features/arena/presentation/pages/bridge/arena_prediction_bridge_foundation_page_topics_boundary_bridge_sections.dart,
arena,'/arena/trust/:userId',ArenaTrustBreakdownPage,flutter_app/lib/features/arena/presentation/pages/governance/arena_trust_breakdown_page.dart,L2_entityDetail,detail,A,4,5,PASS_MONITOR,0,0,0,0,0,0,1,1,0,low_signal_monitor,Keep as reference/monitor screen; avoid unnecessary churn.,flutter_app/lib/features/arena/presentation/pages/governance/arena_trust_breakdown_page.dart;flutter_app/lib/features/arena/presentation/widgets/hub/arena_viewport_padding.dart,
arena,AppRoutePaths.arenaEcosystem,ConnectedEcosystemProductionPage,flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page.dart,L2_detail,detail,A,0,5,PASS_MONITOR,0,0,0,0,2,0,1,2,1,bottom_nav_inset_pressure,Recheck bottom-nav/sticky-footer clearance and keep primary content visible above chrome.,flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page.dart;flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_canonical_states_section.dart;flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_flows_registry_handoff.dart;flutter_app/lib/features/arena/presentation/pages/bridge/connected_ecosystem_production_page_handoff_and_shared_widgets.dart,
