feature,route,page,page_file,screen_level,archetype,body_grade,issue_priority,layout_status,surface_status,controls_status,state_status,financial_safety_status,responsive_status,copy_boundary_status,shared_component_count,custom_body_count,fixed_size_count,local_font_count,source_file_count,primary_issue,recommended_action,test_scope,source_files
p2p_orders,AppRoutePaths.p2pWalletFundLockHistory,P2PFundLockHistoryPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_fund_lock_history_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,18,4,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_fund_lock_history_page.dart
p2p_orders,AppRoutePaths.p2pWalletHistory,P2PFundLockHistoryPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_fund_lock_history_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,18,4,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_fund_lock_history_page.dart
p2p_orders,AppRoutePaths.p2pMyOrders,P2PMyOrdersPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_my_orders_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,38,10,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_my_orders_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_my_orders_page_common.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_my_orders_page_sections.dart
p2p_orders,'/p2p/order/cancel/:orderId',P2POrderCancelPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_cancel_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,15,4,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_cancel_page.dart
p2p_orders,'/p2p/order/:orderId',P2POrderPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,24,16,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_content_cards.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_page_common.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_page_state.dart
p2p_orders,'/p2p/order/proof/:orderId',P2POrderProofPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_proof_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,18,10,0,0,2,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_proof_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_proof_widgets.dart
p2p_orders,'/p2p/order/rate/:orderId',P2POrderRatePage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_rate_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,8,0,0,2,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_rate_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/orders/p2p_order_rate_widgets.dart
p2p_orders,'/p2p/order/timeline/:orderId',P2POrderTimelinePage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_timeline_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,18,5,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/orders/p2p_order_timeline_page.dart
p2p_orders,AppRoutePaths.p2pWallet,P2PWalletPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/wallet/p2p_wallet_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,26,7,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/wallet/p2p_wallet_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_actions_history.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_balances.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_hero.dart
p2p_orders,AppRoutePaths.p2pWalletTransfer,P2PWalletTransferPage,flutter_app/lib/features/p2p_orders/presentation/phone/pages/wallet/p2p_wallet_transfer_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,25,10,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_orders --reporter=compact,flutter_app/lib/features/p2p_orders/presentation/phone/pages/wallet/p2p_wallet_transfer_page.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_transfer_amount.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_transfer_confirm.dart;flutter_app/lib/features/p2p_orders/presentation/widgets/wallet/p2p_wallet_transfer_form.dart
p2p_security,AppRoutePaths.p2pSecurity2fa,P2P2FASettingsPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_2fa_settings_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,29,7,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_2fa_settings_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_2fa_settings_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_2fa_settings_page_sections.dart
p2p_security,AppRoutePaths.p2pAchievements,P2PAchievementsPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_achievements_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,23,12,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_achievements_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_achievements_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_achievements_page_sections.dart
p2p_security,AppRoutePaths.p2pComplianceAmlScreening,P2PAmlScreeningPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_aml_screening_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,21,4,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_aml_screening_page.dart
p2p_security,AppRoutePaths.p2pSecurityAntiPhishing,P2PAntiPhishingCodePage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_anti_phishing_code_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,29,12,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_anti_phishing_code_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_anti_phishing_code_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_anti_phishing_code_page_sections.dart
p2p_security,AppRoutePaths.p2pBlacklistAdd,P2PBlacklistAddPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_blacklist_add_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,4,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_blacklist_add_page.dart
p2p_security,AppRoutePaths.p2pBlacklist,P2PBlacklistPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_blacklist_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,29,11,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_blacklist_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_blacklist_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_blacklist_entries.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_blacklist_summary_filters.dart
p2p_security,AppRoutePaths.p2pComplianceOverview,P2PComplianceOverviewPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_compliance_overview_page.dart,L2_sectionHub,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,15,2,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_compliance_overview_page.dart
p2p_security,AppRoutePaths.p2pContributionHistory,P2PContributionHistoryPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_contribution_history_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,20,11,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_contribution_history_page.dart
p2p_security,AppRoutePaths.p2pSecurityDevices,P2PDeviceManagementPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_device_management_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,23,12,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_device_management_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_device_management_cards.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_device_management_overview.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_device_management_tips.dart
p2p_security,AppRoutePaths.p2pE2EInfo,P2PE2EInfoPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_e2e_info_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,21,8,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_e2e_info_page.dart
p2p_security,AppRoutePaths.p2pFraudPrevention,P2PFraudPreventionPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_fraud_prevention_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,33,15,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_fraud_prevention_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_fraud_checklist_actions.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_fraud_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_fraud_score_patterns.dart
p2p_security,AppRoutePaths.p2pComplianceLargeTransaction,P2PLargeTransactionJustificationPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_large_transaction_justification_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,17,2,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_large_transaction_justification_page.dart
p2p_security,AppRoutePaths.p2pLimitsTracker,P2PLimitTrackerPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_limit_tracker_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,13,7,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_limit_tracker_page.dart
p2p_security,AppRoutePaths.p2pSecurityLoginHistory,P2PLoginHistoryPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_login_history_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,24,13,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_login_history_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_login_history_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_login_history_events.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_login_history_summary_filters.dart
p2p_security,'/p2p/report/:merchantId',P2PReportMerchantPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_report_merchant_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,25,5,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_report_merchant_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_report_merchant_reasons_details.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_report_merchant_summary_actions.dart
p2p_security,AppRoutePaths.p2pReviews,P2PReviewsPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_reviews_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,12,9,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_reviews_page.dart
p2p_security,AppRoutePaths.p2pComplianceRiskAssessment,P2PRiskAssessmentPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_risk_assessment_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,15,3,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_risk_assessment_page.dart
p2p_security,AppRoutePaths.p2pSecurityCenter,P2PSecurityCenterPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_security_center_page.dart,L2_sectionHub,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,46,8,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_security_center_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_actions_events.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_score_features.dart
p2p_security,AppRoutePaths.p2pSecurityWhitelist,P2PWhitelistModePage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_security_center_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,46,8,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_security_center_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_actions_events.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_security_center_score_features.dart
p2p_security,AppRoutePaths.p2pComplianceSourceOfFunds,P2PSourceOfFundsPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_source_of_funds_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,16,2,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_source_of_funds_page.dart
p2p_security,AppRoutePaths.p2pSecuritySuspiciousActivity,P2PSuspiciousActivityPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_suspicious_activity_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,18,5,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_suspicious_activity_page.dart
p2p_security,'/p2p/tax-report/detailed/:year',P2PTaxReportingPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_tax_reporting_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,23,11,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_tax_reporting_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_sections.dart
p2p_security,AppRoutePaths.p2pTaxReporting,P2PTaxReportingPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_tax_reporting_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,23,11,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_tax_reporting_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_tax_reporting_page_sections.dart
p2p_security,AppRoutePaths.p2pLimits,P2PTransactionLimitsPage,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_transaction_limits_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,25,15,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/p2p_security --reporter=compact,flutter_app/lib/features/p2p_security/presentation/phone/pages/security/p2p_transaction_limits_page.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_transaction_limits_page_common.dart;flutter_app/lib/features/p2p_security/presentation/widgets/security/p2p_transaction_limits_page_sections.dart
predictions,'/markets/predictions/advanced-chart/:eventId',VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,'/markets/predictions/event/:eventId',VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,'/markets/predictions/receipt/:receiptId',VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,'/markets/predictions/tournament/:tournamentId',VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_entityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictions,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L1_productModuleHub,rootModule,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsActivity,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsBreaking,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsDataIntegration,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsEventCalendar,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsLeaderboard,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsMarketMaker,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsPortfolio,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsPortfolioAnalyzer,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsRewards,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsRiskCalculator,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsSearch,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L1_utilityHub,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsSocial,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
predictions,AppRoutePaths.marketsPredictionsTournaments,VitTabletUtilityPage,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,0,0,0,1,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/predictions --reporter=compact,flutter_app/lib/shared/layout/vit_tablet_utility_page.dart
profile,AppRoutePaths.profileActivity,ActivityLogPage,flutter_app/lib/features/profile/presentation/phone/pages/activity_log_page.dart,L2_detail,detail,A,P3,pass,pass,pass,pass,not_applicable,pass,pass,8,7,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/profile --reporter=compact,flutter_app/lib/features/profile/presentation/phone/pages/activity_log_page.dart;flutter_app/lib/features/profile/presentation/widgets/activity_log_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/activity_log_page_sections.dart
profile,AppRoutePaths.profileApiCreate,ApiKeyCreatePage,flutter_app/lib/features/profile/presentation/phone/pages/api_key_create_page.dart,L3_transactionFlow,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,26,10,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/profile --reporter=compact,flutter_app/lib/features/profile/presentation/phone/pages/api_key_create_page.dart;flutter_app/lib/features/profile/presentation/widgets/profile_api_key_create_form.dart;flutter_app/lib/features/profile/presentation/widgets/profile_api_key_create_result.dart
profile,AppRoutePaths.profileApi,ApiManagementPage,flutter_app/lib/features/profile/presentation/phone/pages/api_management_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,19,6,0,0,4,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/profile --reporter=compact,flutter_app/lib/features/profile/presentation/phone/pages/api_management_page.dart;flutter_app/lib/features/profile/presentation/widgets/api_management_docs.dart;flutter_app/lib/features/profile/presentation/widgets/api_management_key_controls.dart;flutter_app/lib/features/profile/presentation/widgets/api_management_keys.dart
profile,AppRoutePaths.profileDevices,DeviceManagementPage,flutter_app/lib/features/profile/presentation/phone/pages/device_management_page.dart,L2_utilityDetail,detail,A,P3,pass,pass,pass,pass,pass,pass,pass,25,10,0,0,3,none,No body refactor required; keep visual smoke coverage when touched.,flutter test test/features/profile --reporter=compact,flutter_app/lib/features/profile/presentation/phone/pages/device_management_page.dart;flutter_app/lib/features/profile/presentation/widgets/device_management_page_common.dart;flutter_app/lib/features/profile/presentation/widgets/device_management_page_sections.dart
